index,ground_truth
1442,72.90 depth
1443,13.09 width
1444,71.95 height
1445,61.98 item_weight
1446,17.23 wattage
1447,6.93 voltage
1448,50.69 wattage
1449,63.15 item_weight
1450,17.89 height
1451,32.54 item_weight
1452,94.39 depth
1453,48.36 voltage
1454,81.77 width
1455,22.85 depth
1456,21.12 height
1457,26.80 width
1458,76.48 depth
1459,28.79 item_weight
1460,55.30 item_weight
1461,10.95 height
1462,48.91 depth
1463,54.39 width
1464,24.64 width
1465,92.75 voltage
1466,37.21 wattage
1467,89.14 height
1468,82.28 item_weight
1469,1.86 item_weight
1470,97.60 height
1471,41.73 depth
1472,54.92 width
1473,49.62 maximum_weight_recommendation
1474,77.89 height
1475,30.64 width
1476,44.52 depth
1477,28.26 height
1478,18.76 depth
1479,77.02 width
1480,42.13 width
1481,57.40 voltage
1482,42.12 width
1483,38.05 height
1484,45.63 depth
1485,88.53 height
1486,78.77 width
1487,82.37 maximum_weight_recommendation
1488,51.58 voltage
1489,16.98 voltage
1490,32.16 width
1491,55.38 depth
1492,34.41 height
1493,63.39 depth
1494,72.61 voltage
1495,49.47 depth
1496,32.59 width
1497,8.46 width
1498,13.01 maximum_weight_recommendation
1499,26.05 item_weight
1500,9.19 width
1501,38.87 width
1502,24.89 depth
1503,77.37 width
1504,4.98 item_weight
1505,41.17 item_weight
1506,73.31 width
1507,95.91 item_weight
1508,33.01 width
1509,42.80 height
1510,3.09 depth
1511,76.86 maximum_weight_recommendation
1512,70.23 height
1513,78.08 depth
1514,27.85 height
1515,93.66 voltage
1516,61.28 wattage
1517,63.35 item_weight
1518,87.72 height
1519,47.03 depth
1520,89.54 depth
1521,94.09 width
1522,41.24 voltage
1523,86.08 height
1524,96.59 depth
1525,56.37 width
1526,25.85 item_weight
1527,31.40 height
1528,34.99 item_weight
1529,21.87 item_weight
1530,85.54 width
1531,35.84 height
1532,67.01 item_weight
1533,67.25 height
1534,34.45 depth
1535,59.29 wattage
1536,41.08 item_weight
1537,31.38 voltage
1538,46.90 height
1539,35.65 depth
1540,55.71 width
1541,96.00 depth
1542,40.75 item_volume
1543,17.43 item_volume
1544,63.64 voltage
1545,67.83 width
1546,19.66 height
1547,91.58 voltage
1548,58.10 maximum_weight_recommendation
1549,62.47 item_weight
1550,6.64 wattage
1551,51.16 voltage
1552,45.34 depth
1553,43.99 maximum_weight_recommendation
1554,62.34 item_weight
1555,54.99 item_weight
1556,7.81 wattage
1557,6.71 voltage
1558,83.09 depth
1559,51.21 width
1560,37.88 height
1561,42.61 item_weight
1562,48.78 maximum_weight_recommendation
1563,44.43 width
1564,40.30 height
1565,20.62 width
1566,38.37 voltage
1567,82.83 depth
1568,53.07 width
1569,97.22 height
1570,53.14 depth
1571,99.93 width
1572,30.61 item_weight
1573,27.84 item_weight
1574,40.05 maximum_weight_recommendation
1575,87.89 item_weight
1576,70.56 height
1577,67.09 depth
1578,47.15 maximum_weight_recommendation
1579,86.27 wattage
1580,25.12 voltage
1581,73.05 item_weight
1582,26.81 item_weight
1583,99.19 wattage
1584,69.61 depth
1585,75.74 height
1586,67.13 width
1587,65.76 depth
1588,42.65 width
1589,91.48 depth
1590,81.82 height
1591,52.32 width
1592,8.88 height
1593,51.90 width
1594,98.47 depth
1595,76.94 height
1596,23.03 item_volume
1597,5.44 depth
1598,22.11 height
1599,45.14 depth
1600,34.68 height
1601,1.95 width
1602,42.95 depth
1603,73.41 height
1604,36.03 depth
1605,88.73 item_weight
1606,70.05 height
1607,30.31 height
1608,60.10 width
1609,50.11 height
1610,94.05 depth
1611,73.40 height
1612,66.38 height
1613,6.49 depth
1614,37.61 width
1615,23.47 maximum_weight_recommendation
1616,89.18 depth
1617,73.71 width
1618,2.76 wattage
1619,45.72 item_weight
1620,53.13 voltage
1621,7.99 item_weight
1622,34.12 wattage
1623,53.91 voltage
1624,58.99 item_weight
1625,56.40 item_volume
1626,73.58 voltage
1627,81.70 wattage
1628,70.70 voltage
1629,61.86 depth
1630,17.65 height
1631,54.99 width
1632,51.69 item_weight
1633,52.76 item_weight
1634,68.05 voltage
1635,77.74 item_weight
1636,68.70 depth
1637,81.85 width
1638,84.62 item_weight
1639,11.28 voltage
1640,68.51 maximum_weight_recommendation
1641,73.27 depth
1642,13.44 height
1643,14.47 depth
1644,52.11 depth
1645,53.76 height
1646,44.67 width
1647,87.01 height
1648,44.83 width
1649,43.92 depth
1650,52.66 height
1651,91.38 width
1652,96.15 width
1653,57.61 height
1654,48.78 voltage
1655,48.65 depth
1656,33.17 height
1657,7.89 height
1658,62.35 height
1659,61.80 width
1660,48.35 depth
1661,16.44 width
1662,5.88 depth
1663,45.50 wattage
1664,23.87 depth
1665,82.68 voltage
1666,88.47 wattage
1667,33.33 item_volume
1668,66.97 item_weight
1669,69.07 depth
1670,21.11 wattage
1671,1.53 depth
1672,90.29 width
1673,35.52 width
1674,40.15 maximum_weight_recommendation
1675,2.58 width
1676,51.54 item_volume
1677,52.91 maximum_weight_recommendation
1678,89.65 width
1679,64.43 voltage
1680,65.29 depth
1681,66.23 width
1682,78.34 item_weight
1683,26.97 item_weight
1684,81.91 maximum_weight_recommendation
1685,64.41 depth
1686,87.02 height
1687,73.23 width
1688,25.90 width
1689,66.51 height
1690,69.81 item_weight
1691,1.68 maximum_weight_recommendation
1692,75.19 maximum_weight_recommendation
1693,22.63 height
1694,92.00 depth
1695,55.90 width
1696,56.45 maximum_weight_recommendation
1697,76.49 item_weight
1698,96.46 maximum_weight_recommendation
1699,69.28 wattage
1700,12.99 voltage
1701,96.71 depth
1702,9.05 width
1703,53.53 depth
1704,15.62 height
1705,83.66 width
1706,83.42 item_weight
1707,42.81 height
1708,8.00 depth
1709,71.16 depth
1710,1.82 depth
1711,50.40 width
1712,20.38 depth
1713,63.32 width
1714,54.42 depth
1715,6.54 height
1716,83.41 item_weight
1717,97.72 item_volume
1718,41.01 item_weight
1719,26.32 height
1720,83.29 height
1721,46.68 maximum_weight_recommendation
1722,57.80 width
1723,22.96 depth
1724,11.08 wattage
1725,82.24 item_weight
1726,7.14 voltage
1727,81.40 maximum_weight_recommendation
1728,6.78 item_weight
1729,42.13 maximum_weight_recommendation
1730,44.00 voltage
1731,90.11 height
1732,48.43 maximum_weight_recommendation
1733,48.48 item_weight
1734,87.86 height
1735,35.62 depth
1736,24.15 width
1737,32.29 depth
1738,67.78 wattage
1739,88.85 voltage
1740,94.00 maximum_weight_recommendation
1741,92.80 depth
1742,24.19 height
1743,51.74 maximum_weight_recommendation
1744,13.73 item_weight
1745,1.10 voltage
1746,5.05 wattage
1747,11.34 height
1748,18.12 depth
1749,18.95 width
1750,24.65 width
1751,45.11 height
1752,78.24 item_weight
1753,37.42 voltage
1754,14.87 wattage
1755,76.63 width
1756,2.65 height
1757,40.71 height
1758,33.48 height
1759,78.39 wattage
1760,98.36 voltage
1761,15.70 voltage
1762,93.87 width
1763,18.08 height
1764,11.66 voltage
1765,70.76 item_weight
1766,4.78 maximum_weight_recommendation
1767,56.83 depth
1768,36.82 item_weight
1769,91.77 maximum_weight_recommendation
1770,40.38 maximum_weight_recommendation
1771,50.18 item_weight
1772,37.93 voltage
1773,60.95 depth
1774,31.98 width
1775,7.39 item_weight
1776,22.99 item_weight
1777,17.92 depth
1778,32.19 height
1779,75.84 voltage
1780,61.04 wattage
1781,43.69 height
1782,77.60 width
1783,76.85 depth
1784,91.91 height
1785,43.27 depth
1786,77.75 height
1789,28.02 height
1790,48.93 depth
1791,6.01 height
1792,71.15 maximum_weight_recommendation
1793,65.77 item_weight
1794,11.62 depth
1795,65.85 height
1796,41.96 width
1797,76.81 depth
1798,61.17 width
1799,47.40 depth
1800,49.30 width
1801,88.14 item_weight
1802,90.83 maximum_weight_recommendation
1803,56.11 depth
1804,83.79 height
1805,11.67 depth
1806,4.29 item_weight
1807,99.85 depth
1808,56.56 height
1809,89.12 item_weight
1810,42.16 height
1811,2.55 depth
1812,99.80 height
1813,55.74 width
1814,71.76 depth
1815,93.54 maximum_weight_recommendation
1816,79.76 height
1817,88.90 depth
1818,34.59 item_weight
1819,79.59 voltage
1820,10.51 item_volume
1821,66.94 depth
1822,37.25 width
1823,71.43 item_weight
1824,63.10 wattage
1825,22.57 voltage
1826,54.79 depth
1827,15.00 height
1828,86.06 depth
1829,45.95 height
1830,14.56 width
1831,31.86 voltage
1832,25.55 height
1833,28.30 width
1834,25.46 height
1835,4.92 depth
1836,16.98 voltage
1837,40.85 width
1838,54.68 depth
1839,73.28 height
1840,60.02 height
1841,86.48 item_weight
1842,67.57 width
1843,62.90 height
1844,69.62 width
1845,64.70 height
1846,81.40 voltage
1847,86.87 wattage
1848,36.37 item_weight
1849,11.03 depth
1850,89.75 height
1851,32.37 depth
1852,8.76 height
1853,60.74 depth
1854,91.33 height
1855,90.09 maximum_weight_recommendation
1856,59.75 height
1857,52.22 depth
1858,55.13 maximum_weight_recommendation
1859,28.17 maximum_weight_recommendation
1860,43.19 item_volume
1861,17.43 maximum_weight_recommendation
1862,31.15 depth
1863,90.87 height
1864,10.88 height
1865,45.52 height
1866,97.44 item_weight
1867,76.06 wattage
1868,18.01 voltage
1869,10.79 item_weight
1870,33.07 depth
1871,33.49 width
1872,82.06 depth
1873,44.32 height
1874,83.35 depth
1875,11.47 voltage
1876,77.43 maximum_weight_recommendation
1877,27.83 item_weight
1878,30.67 wattage
1879,4.41 wattage
1880,38.30 item_weight
1881,61.09 voltage
1882,40.77 depth
1883,53.36 depth
1884,71.37 height
1885,50.09 width
1886,14.71 depth
1887,22.93 item_weight
1888,46.76 height
1889,8.13 voltage
1890,66.36 width
1891,62.42 depth
1892,36.27 height
1893,40.36 height
1894,28.40 item_weight
1895,23.39 maximum_weight_recommendation
1896,13.16 voltage
1897,60.87 height
1898,10.46 item_weight
1899,73.94 width
1900,6.30 maximum_weight_recommendation
1901,17.20 width
1902,96.59 depth
1903,58.14 depth
1904,10.82 height
1905,94.52 width
1906,63.66 depth
1907,85.49 maximum_weight_recommendation
1908,33.52 width
1909,24.78 depth
1910,21.66 depth
1911,97.74 height
1912,1.92 depth
1913,27.36 width
1914,17.28 voltage
1915,57.59 item_weight
1916,8.72 maximum_weight_recommendation
1917,87.65 maximum_weight_recommendation
1918,11.77 height
1919,66.80 maximum_weight_recommendation
1920,97.26 item_weight
1921,46.82 item_weight
1922,68.35 height
1923,36.86 height
1924,12.57 depth
1925,79.38 width
1926,90.07 item_weight
1927,79.19 item_volume
1928,79.55 depth
1929,19.13 item_volume
1930,91.04 depth
1931,75.17 height
1932,75.14 depth
1933,89.46 height
1934,4.27 voltage
1935,31.39 width
1936,49.59 item_weight
1937,51.08 voltage
1938,93.92 wattage
1939,85.03 maximum_weight_recommendation
1940,15.72 item_weight
1941,34.56 wattage
1942,19.56 item_volume
1943,67.21 depth
1944,71.68 height
1945,45.50 item_volume
1946,6.92 depth
1947,19.15 width
1948,71.50 height
1949,54.11 width
1951,34.94 voltage
1952,8.59 item_weight
1953,91.64 item_weight
1954,4.64 wattage
1955,83.11 height
1956,43.65 height
1957,9.53 item_weight
1958,34.37 maximum_weight_recommendation
1959,70.56 width
1960,17.75 item_volume
1961,12.85 height
1962,30.17 width
1963,42.05 width
1964,94.61 height
1965,57.89 depth
1966,19.12 item_weight
1967,33.87 width
1968,37.17 depth
1969,81.46 width
1970,43.99 depth
1971,10.60 maximum_weight_recommendation
1972,89.98 depth
1973,1.04 width
1974,54.42 height
1975,13.09 height
1976,94.99 depth
1977,75.50 height
1978,54.42 item_weight
1979,24.89 depth
1980,65.62 height
1981,42.08 depth
1982,3.87 item_weight
1983,99.60 depth
1984,65.56 width
1985,55.53 wattage
1986,75.53 voltage
1987,32.92 item_weight
1988,66.69 item_weight
1989,85.96 maximum_weight_recommendation
1990,34.84 width
1991,50.33 depth
1992,40.66 height
1993,81.04 width
1994,43.39 width
1995,70.51 height
1996,4.19 height
1997,22.50 height
1998,42.73 depth
1999,27.53 height
2000,67.71 height
2001,18.06 width
2002,61.26 depth
2003,92.21 item_weight
2004,16.87 wattage
2005,11.25 voltage
2006,31.99 voltage
2007,50.52 height
2008,41.75 height
2009,52.19 item_weight
2010,70.43 voltage
2011,8.87 wattage
2012,62.28 height
2013,27.96 depth
2014,23.65 width
2015,87.53 depth
2016,3.64 height
2017,3.10 item_volume
2018,53.93 item_weight
2019,17.28 maximum_weight_recommendation
2020,11.35 item_weight
2021,90.85 voltage
2022,65.08 maximum_weight_recommendation
2023,83.21 height
2024,70.09 depth
2025,12.91 width
2026,3.66 height
2027,2.29 item_weight
2028,52.26 height
2029,71.98 width
2030,86.16 height
2031,5.19 item_weight
2032,3.94 item_weight
2033,58.29 width
2034,4.79 depth
2035,83.44 maximum_weight_recommendation
2036,3.77 maximum_weight_recommendation
2037,31.10 item_volume
2038,74.89 maximum_weight_recommendation
2039,30.15 height
2040,96.51 maximum_weight_recommendation
2041,75.29 depth
2042,48.48 width
2043,42.16 width
2044,53.06 depth
2045,21.91 item_weight
2046,39.82 item_weight
2047,2.14 depth
2048,83.95 height
2049,40.35 depth
2050,12.36 depth
2051,79.65 item_weight
2052,93.23 item_weight
2053,29.04 voltage
2054,36.72 height
2055,99.79 depth
2056,32.91 height
2057,24.73 width
2058,43.93 height
2059,3.26 wattage
2060,84.64 item_weight
2061,78.89 voltage
2062,34.47 depth
2063,94.80 width
2064,33.80 voltage
2065,94.81 width
2066,92.51 depth
2067,18.02 height
2068,30.41 width
2069,50.08 item_weight
2070,67.41 item_volume
2071,23.29 voltage
2072,84.05 width
2073,41.32 height
2074,71.57 item_weight
2075,15.27 voltage
2076,38.26 width
2077,47.56 depth
2078,86.25 voltage
2079,84.44 height
2080,23.20 width
2081,80.91 height
2082,80.82 width
2083,52.27 voltage
2084,43.32 depth
2085,54.86 width
2086,49.52 height
2087,64.36 item_weight
2088,13.30 item_weight
2089,31.77 item_weight
2090,43.46 depth
2091,59.86 width
2092,44.24 voltage
2093,55.24 voltage
2094,33.45 wattage
2095,76.73 item_weight
2096,82.72 depth
2097,28.29 width
2098,55.94 item_weight
2099,74.05 wattage
2100,49.88 item_weight
2101,92.19 voltage
2102,59.22 maximum_weight_recommendation
2103,57.66 height
2104,83.98 width
2105,61.50 item_weight
2106,43.71 item_weight
2107,50.48 item_weight
2108,51.77 wattage
2109,37.66 voltage
2110,4.57 height
2111,28.19 width
2112,79.85 height
2113,72.15 depth
2114,49.02 item_weight
2115,67.67 depth
2116,23.45 maximum_weight_recommendation
2117,92.08 item_weight
2118,69.81 wattage
2119,93.74 depth
2120,54.76 height
2121,69.53 width
2122,89.50 depth
2123,86.04 width
2124,60.65 height
2125,26.57 wattage
2126,87.23 voltage
2127,35.96 height
2128,22.26 depth
2129,69.52 item_weight
2130,93.15 maximum_weight_recommendation
2131,23.49 depth
2132,92.36 height
2133,46.51 width
2134,63.02 item_weight
2135,45.50 voltage
2136,89.64 wattage
2137,46.49 height
2138,45.60 height
2139,63.29 wattage
2140,2.60 voltage
2141,72.57 depth
2142,36.37 height
2143,79.02 depth
2144,43.83 wattage
2145,47.73 item_weight
2146,16.06 voltage
2147,84.56 item_weight
2148,58.54 wattage
2149,62.27 height
2150,23.18 height
2151,85.62 depth
2152,53.25 depth
2153,33.76 width
2154,95.50 maximum_weight_recommendation
2155,9.97 item_weight
2156,41.02 height
2157,6.95 depth
2158,83.08 width
2159,80.79 maximum_weight_recommendation
2160,9.24 depth
2161,53.22 voltage
2162,6.92 maximum_weight_recommendation
2163,7.48 item_weight
2164,14.26 width
2165,75.64 depth
2166,19.22 width
2167,57.14 wattage
2168,39.96 voltage
2169,33.86 item_weight
2170,10.82 height
2171,51.17 width
2172,91.93 depth
2173,76.85 depth
2174,51.02 height
2175,14.70 width
2176,75.42 item_weight
2177,94.98 wattage
2178,26.07 voltage
2179,97.43 height
2180,69.76 depth
2181,62.27 width
2182,96.46 depth
2183,95.98 width
2184,1.88 height
2185,76.57 item_weight
2186,43.15 wattage
2187,74.53 voltage
2188,6.74 height
2189,89.24 item_volume
2190,53.67 voltage
2191,31.09 item_weight
2192,74.21 item_weight
2193,66.59 height
2194,40.56 depth
2195,34.03 depth
2196,45.68 height
2197,85.48 depth
2198,15.49 height
2199,8.96 depth
2200,12.20 width
2201,27.79 depth
2202,41.97 height
2203,49.79 width
2204,11.45 voltage
2205,25.84 height
2206,35.99 width
2207,90.14 height
2208,47.12 depth
2209,6.27 item_weight
2210,50.23 height
2211,20.61 item_weight
2212,15.26 item_volume
2213,73.49 width
2214,76.83 depth
2215,39.17 item_weight
2216,48.65 item_weight
2217,55.84 height
2218,2.06 depth
2219,7.48 voltage
2220,9.01 width
2221,64.14 width
2222,46.95 depth
2223,27.43 item_weight
2224,47.44 voltage
2225,9.62 wattage
2226,23.24 width
2227,99.45 voltage
2228,13.79 item_weight
2229,3.42 maximum_weight_recommendation
2230,5.24 height
2231,72.68 depth
2232,27.63 width
2233,16.94 item_weight
2234,3.80 voltage
2235,80.53 height
2236,8.89 height
2237,70.16 depth
2238,59.40 height
2239,57.10 depth
2240,33.56 item_weight
2241,90.57 wattage
2242,2.72 voltage
2243,41.45 item_weight
2244,72.38 voltage
2245,82.14 wattage
2246,46.75 maximum_weight_recommendation
2247,72.22 depth
2248,90.34 width
2249,78.28 height
2250,59.38 height
2251,67.65 depth
2252,6.84 width
2253,91.96 depth
2254,31.14 width
2255,39.65 height
2256,68.68 maximum_weight_recommendation
2257,60.50 depth
2258,34.70 height
2259,63.30 depth
2260,8.04 wattage
2261,35.44 item_weight
2262,12.43 voltage
2263,45.40 wattage
2264,52.87 voltage
2265,29.06 voltage
2266,6.09 item_weight
2267,70.52 item_weight
2268,33.54 voltage
2269,31.94 height
2270,5.91 width
2271,5.95 height
2272,25.68 depth
2273,3.40 item_weight
2274,16.80 maximum_weight_recommendation
2275,47.57 voltage
2276,66.16 wattage
2277,76.37 wattage
2278,9.46 voltage
2279,1.49 width
2280,19.36 height
2281,6.04 item_weight
2282,7.82 width
2283,5.09 voltage
2284,90.90 height
2285,78.29 depth
2286,76.43 item_weight
2287,22.13 wattage
2288,3.59 voltage
2289,92.96 height
2290,17.59 width
2291,21.35 height
2292,73.83 maximum_weight_recommendation
2293,30.30 depth
2294,35.51 height
2295,24.28 wattage
2296,70.23 voltage
2297,26.34 item_weight
2298,40.22 width
2299,8.89 depth
2300,26.63 maximum_weight_recommendation
2301,27.29 item_weight
2302,7.69 item_volume
2303,45.95 width
2304,34.41 width
2305,21.04 depth
2306,59.88 item_volume
2307,92.20 width
2308,1.04 item_weight
2309,20.80 item_weight
2310,58.47 voltage
2311,40.87 item_weight
2312,57.85 width
2313,66.81 width
2314,36.43 depth
2315,35.51 height
2316,88.39 voltage
2317,67.63 item_weight
2318,81.31 width
2319,62.33 item_weight
2320,53.29 depth
2321,25.82 width
2322,82.67 item_weight
2323,67.23 item_weight
2324,44.21 wattage
2325,48.15 item_weight
2326,36.30 voltage
2327,86.64 maximum_weight_recommendation
2328,40.51 width
2329,32.00 width
2330,10.18 depth
2331,58.55 depth
2332,62.43 height
2333,57.43 height
2334,26.04 maximum_weight_recommendation
2335,14.47 item_volume
2336,17.15 maximum_weight_recommendation
2337,79.14 depth
2338,36.32 width
2339,44.96 height
2340,83.45 item_weight
2341,78.83 width
2342,82.39 depth
2343,91.52 voltage
2344,98.38 item_weight
2345,17.78 height
2346,50.42 depth
2347,99.56 voltage
2348,87.77 wattage
2349,46.74 item_weight
2350,36.48 width
2351,70.34 voltage
2352,58.95 wattage
2353,56.70 depth
2354,30.66 width
2355,53.82 height
2356,68.28 height
2357,63.46 width
2358,32.39 height
2359,97.94 depth
2360,76.93 item_weight
2361,98.88 height
2362,98.64 item_weight
2363,61.72 item_weight
2364,38.63 voltage
2365,8.70 height
2366,29.46 depth
2367,29.96 height
2368,96.35 depth
2369,74.76 height
2370,50.87 maximum_weight_recommendation
2371,51.28 maximum_weight_recommendation
2372,23.46 item_weight
2373,7.23 height
2374,99.97 height
2375,19.59 depth
2376,52.21 width
2377,72.61 item_weight
2378,42.21 maximum_weight_recommendation
2379,61.91 depth
2380,73.58 height
2381,95.58 item_weight
2382,94.42 item_weight
2383,8.40 wattage
2384,18.96 width
2385,17.54 depth
2386,23.93 maximum_weight_recommendation
2387,17.31 item_weight
2388,27.27 depth
2389,51.67 height
2390,60.87 item_weight
2391,29.53 depth
2392,45.54 width
2393,17.33 depth
2394,53.83 height
2395,96.20 width
2396,52.88 depth
2397,81.28 maximum_weight_recommendation
2398,86.77 height
2399,48.93 height
2400,47.22 depth
2401,16.16 width
2402,81.01 item_weight
2403,2.71 item_weight
2404,23.21 wattage
2405,59.20 height
2406,78.87 depth
2407,9.88 height
2408,66.02 depth
2409,57.36 width
2410,69.71 item_weight
2411,36.11 width
2412,88.16 depth
2413,96.15 depth
2414,1.97 height
2415,64.37 item_weight
2416,77.30 depth
2417,69.03 depth
2418,50.14 height
2419,74.83 depth
2420,91.40 height
2421,40.64 depth
2422,92.16 width
2423,16.83 item_weight
2424,76.99 width
2425,6.50 item_weight
2426,11.52 item_weight
2427,5.24 height
2428,99.40 width
2429,26.73 height
2430,34.59 depth
2431,34.38 wattage
2432,62.84 voltage
2433,59.53 height
2434,95.58 item_volume
2435,1.93 voltage
2436,69.50 wattage
2437,80.49 width
2438,39.79 depth
2439,60.46 height
2440,34.94 depth
2441,30.63 width
2442,37.32 item_weight
2443,92.36 item_weight
2444,21.83 wattage
2445,43.83 voltage
2446,84.68 depth
2447,23.51 width
2448,22.82 width
2449,57.47 depth
2450,89.35 height
2451,70.03 wattage
2452,89.56 voltage
2453,5.30 item_weight
2454,18.02 height
2455,80.18 depth
2456,91.23 width
2457,65.93 height
2458,65.19 height
2459,12.28 depth
2460,65.95 width
2461,32.18 wattage
2462,75.82 voltage
2463,30.15 item_weight
2464,23.20 voltage
2465,75.56 height
2466,53.29 item_weight
2467,36.19 height
2468,20.06 width
2469,11.87 depth
2470,1.98 voltage
2471,74.02 item_weight
2472,80.34 depth
2473,33.69 width
2474,43.28 height
2475,77.33 height
2476,15.34 depth
2477,72.15 depth
2478,91.85 height
2479,19.85 depth
2480,17.42 wattage
2481,82.45 voltage
2482,2.94 height
2483,94.43 item_volume
2484,86.39 height
2485,13.24 depth
2486,13.52 depth
2487,45.35 height
2488,46.42 voltage
2489,45.97 wattage
2490,86.08 height
2491,90.77 item_weight
2492,30.40 voltage
2493,61.00 height
2494,64.15 width
2495,49.52 depth
2496,92.74 width
2497,69.92 voltage
2498,79.17 width
2499,6.44 item_volume
2500,69.49 height
2501,32.53 maximum_weight_recommendation
2502,75.13 height
2503,27.45 depth
2504,75.33 depth
2505,39.40 height
2506,91.80 width
2507,11.33 width
2508,46.39 maximum_weight_recommendation
2509,23.69 item_weight
2510,72.35 voltage
2511,82.10 wattage
2512,26.82 item_weight
2513,12.26 width
2514,90.51 height
2515,3.65 depth
2516,14.13 item_volume
2517,34.60 item_weight
2518,63.37 item_weight
2519,14.95 depth
2520,19.37 height
2521,7.29 voltage
2522,68.56 wattage
2523,53.86 maximum_weight_recommendation
2524,47.63 height
2525,67.23 voltage
2526,19.64 wattage
2527,22.28 height
2528,21.73 item_weight
2529,55.64 item_weight
2530,38.66 height
2531,81.45 item_weight
2532,8.62 item_weight
2533,36.71 width
2534,38.89 height
2535,66.93 depth
2536,84.60 item_weight
2537,90.32 height
2538,49.53 depth
2539,9.60 width
2540,12.18 height
2541,34.71 maximum_weight_recommendation
2542,66.93 wattage
2543,17.91 item_weight
2544,34.42 depth
2545,33.73 width
2546,40.63 depth
2547,22.86 depth
2548,77.24 width
2549,45.47 height
2550,91.54 width
2551,59.16 maximum_weight_recommendation
2552,26.06 depth
2553,94.31 height
2554,91.20 item_weight
2555,94.87 height
2556,19.09 depth
2557,14.41 item_weight
2558,36.50 height
2559,34.41 width
2560,5.94 height
2561,19.63 maximum_weight_recommendation
2562,10.04 item_weight
2563,11.37 voltage
2564,86.27 wattage
2565,41.19 item_weight
2566,98.47 item_weight
2567,44.51 maximum_weight_recommendation
2568,83.88 item_weight
2569,73.74 voltage
2570,79.50 wattage
2571,20.14 voltage
2572,70.48 height
2573,41.85 depth
2574,58.77 voltage
2575,64.11 height
2576,46.85 voltage
2577,59.49 item_weight
2578,59.50 maximum_weight_recommendation
2579,8.70 voltage
2580,22.13 wattage
2581,18.72 item_weight
2582,88.05 voltage
2583,18.12 wattage
2584,19.54 item_weight
2585,1.82 item_weight
2586,81.03 item_weight
2587,8.50 width
2588,55.81 depth
2589,24.01 maximum_weight_recommendation
2590,51.69 item_weight
2591,20.57 width
2592,64.24 depth
2593,86.08 width
2594,43.17 item_weight
2595,85.50 width
2596,38.02 height
2597,59.66 maximum_weight_recommendation
2598,36.65 width
2599,99.43 width
2600,62.70 depth
2601,81.30 height
2602,74.95 height
2603,25.58 maximum_weight_recommendation
2604,98.74 item_weight
2605,71.79 width
2606,48.30 depth
2607,82.45 item_weight
2608,81.11 height
2609,92.23 depth
2610,6.75 width
2611,22.53 depth
2612,35.71 height
2613,96.80 height
2614,99.88 depth
2615,28.37 item_weight
2616,17.56 voltage
2617,18.70 wattage
2618,46.84 maximum_weight_recommendation
2619,52.78 height
2620,31.81 width
2621,98.94 depth
2622,76.18 height
2623,7.57 height
2624,36.73 height
2625,70.08 width
2626,91.44 depth
2627,45.28 maximum_weight_recommendation
2628,34.64 wattage
2629,54.22 voltage
2630,2.32 maximum_weight_recommendation
2631,77.11 item_weight
2632,77.47 maximum_weight_recommendation
2633,21.19 wattage
2634,82.33 voltage
2635,53.35 depth
2636,72.60 width
2637,84.92 width
2638,82.74 width
2639,31.67 maximum_weight_recommendation
2640,62.77 height
2641,81.99 width
2642,53.99 depth
2643,46.47 voltage
2644,11.39 wattage
2645,66.32 item_weight
2646,67.91 maximum_weight_recommendation
2647,70.22 depth
2648,11.47 height
2649,1.49 height
2650,38.45 width
2651,59.53 depth
2652,25.56 item_weight
2653,19.76 wattage
2654,84.62 voltage
2655,25.87 item_weight
2656,57.43 item_weight
2657,72.59 maximum_weight_recommendation
2658,49.18 item_volume
2659,22.92 voltage
2660,25.19 height
2661,80.07 height
2662,57.95 depth
2663,94.14 height
2664,63.79 maximum_weight_recommendation
2665,50.47 height
2666,9.96 width
2667,25.35 item_weight
2668,91.27 item_weight
2669,13.35 width
2670,29.36 depth
2671,8.82 item_weight
2672,43.37 height
2673,32.19 maximum_weight_recommendation
2674,57.32 depth
2675,46.89 width
2676,25.11 item_weight
2677,47.55 width
2678,98.25 depth
2679,98.44 width
2680,55.12 height
2681,45.04 height
2682,80.87 width
2683,79.74 depth
2684,33.45 width
2685,32.78 wattage
2686,64.72 voltage
2687,10.98 item_weight
2688,54.51 voltage
2689,2.46 wattage
2690,82.76 voltage
2691,2.11 item_weight
2692,45.27 depth
2693,99.73 width
2694,23.60 height
2695,1.92 maximum_weight_recommendation
2696,89.50 item_weight
2697,63.45 width
2698,92.28 height
2699,90.44 depth
2700,7.56 height
2701,2.89 item_weight
2702,86.69 maximum_weight_recommendation
2703,68.03 item_weight
2704,36.63 height
2705,85.21 height
2706,48.00 voltage
2707,62.83 voltage
2708,21.90 height
2709,72.00 height
2710,5.19 height
2711,16.82 depth
2712,40.34 item_weight
2713,50.70 maximum_weight_recommendation
2714,39.06 item_weight
2715,33.89 maximum_weight_recommendation
2716,29.55 depth
2717,73.91 height
2718,64.24 depth
2719,98.81 height
2720,26.94 depth
2721,31.11 width
2722,35.34 height
2723,38.69 depth
2724,67.64 item_weight
2725,68.39 depth
2726,17.58 height
2727,92.67 depth
2728,81.94 item_volume
2729,18.92 depth
2730,64.13 width
2731,63.69 voltage
2732,79.55 maximum_weight_recommendation
2733,1.61 voltage
2734,61.99 wattage
2735,70.91 wattage
